,id,name,effect,god,rarity,tribe,mana,attack,health,type,set,In % of Decks,Deck win rate,Unique Deck WR,Tendencia,Vendidos por semana,Variação do preço %,price_ETH_$,price_GODS_$,difference_%
41,26,Valkyrie Heartsworn,Roar: Give a friendly Viking +1 health.,neutral,common,viking,1,3,1,creature,genesis,0.004,0.552,0.5529999999999999,-10,85,0.082680344581604,0.59203746,0.6125453028,0.03463943447092006
42,111,Soul Jar,Cannot attack. Burn 1.<br>Afterlife: Summon two 2/2 Anubians.,neutral,rare,anubian,3,0,3,creature,genesis,0.0,0.381,0.381,-26,3,-0.027970731258392,1.31367516,1.3578588827999998,0.033633674553151874
43,113,Anhotep the Embalmer,"Roar: Pick a card in your hand that costs no more than your total unlocked mana gems. Take its mana cost in damage, and reduce its cost to 0 this turn.",death,legendary,anubian,7,8,8,creature,genesis,0.003,0.51,0.51,65,12,0.14216101169586,24.064408200000003,24.8848140528,0.03409208512345618
44,124,Fusing Fleshspawn,Roar: Destroy a friendly creature. This creature gains health equal to that creature's strength.,death,epic,nether,1,3,1,creature,genesis,0.001,0.47600000000000003,0.47600000000000003,30,14,0.05138373374939,7.79368716,8.059302144,0.034080785967806275
45,125,Enflame Self,"Deal 2 damage to your god. During your opponent's next turn, creatures that attack your god are given burn +2.<br>Draw a card.",death,rare,,1,0,0,spell,genesis,0.018000000000000002,0.5,0.5,15,34,0.13187873363494998,1.6774394700000002,1.7352089999999998,0.034439114515410575
46,126,A Real Man,Cannot attack.<br>Roar: Hide a friendly creature for 1 turn.<br>Afterlife: Draw a card.,deception,common,,1,0,2,creature,genesis,0.005,0.47700000000000004,0.47700000000000004,99,146,0.12028789520264001,0.7717105200000001,0.7977003659999999,0.03367823209148409
47,127,Corrupt Ceremony,"Each player moves the top two cards in their deck to their void, and draws a card.",death,rare,,1,0,0,spell,genesis,0.023,0.42100000000000004,0.42,74,42,-0.038406372070312,4.58313576,4.739268924,0.03406688611816288
48,128,Cudgel of Atonement,Afterlife: Heal your god for 4.,light,rare,,1,2,2,weapon,genesis,0.028999999999999998,0.519,0.519,-53,25,0.11635422706604,6.10446585,6.3129217032,0.03414809064743959
49,129,Avatar of Death,This creature gets +1 strength for each point of damage your god takes.<br>Afterlife: Deal 6 damage to a random enemy creature.,death,legendary,,6,6,6,creature,genesis,0.004,0.45899999999999996,0.45899999999999996,-8,5,0.003925204277038599,30.008346479999997,30.143951593199997,0.004518913206043483
50,134,Compost Charm,"Heal your god for 10.<br>If you have eight cards in your void, add a random Nature card into your hand.",nature,epic,,2,0,0,spell,genesis,0.016,0.503,0.503,68,25,0.052959799766541,40.08918333,41.45480404199999,0.03406456800974685
51,135,Fertility Idol,"At the end of your turn, summon a copy of another random friendly creature.",nature,common,amazon,7,0,6,creature,genesis,0.005,0.426,0.426,-83,23,-0.018130600452423,0.24300045,0.2506633344,0.031534445306582705
52,136,Cyrene's Blessing,Each friendly creature gets regen +2.,nature,common,,2,0,0,spell,genesis,0.005,0.42,0.42,-9,26,-0.066283345222473,0.45801903000000005,0.4729353444,0.03256701888565626
53,139,Gentle Monk,Roar: Set an enemy creature's strength to 1.,light,common,,4,2,3,creature,genesis,0.01,0.451,0.451,-63,34,0.054230690002441,0.24741864,0.255654126,0.03328563280438364
54,140,Death Masque,"When a friendly creature dies, give burn +1 to a random enemy creature.",neutral,epic,,4,3,5,creature,genesis,0.0,0.518,0.518,-87,9,-0.027014911174774,4.61406309,4.7708001503999995,0.03396942290184406
55,141,Underhand Thug,"Hidden for 1 turn.<br>When this creature damages your opponent, replace a random card in their hand with an anim, enchanted weapon, or rune.",deception,common,,3,1,2,creature,genesis,0.0,0.31,0.31,2,11,0.089187741279602,0.27981870000000003,0.2888379324,0.03223241477428051
56,141,Underhand Thug,"Hidden for 1 turn.<br>When this creature damages your opponent, replace a random card in their hand with an anim, enchanted weapon, or rune.",deception,common,,3,1,2,creature,genesis,0.0,0.31,0.31,2,11,0.089187741279602,0.27981870000000003,0.2888379324,0.03223241477428051
57,141,Underhand Thug,"Hidden for 1 turn.<br>When this creature damages your opponent, replace a random card in their hand with an anim, enchanted weapon, or rune.",deception,common,,3,1,2,creature,genesis,0.0,0.31,0.31,2,11,0.089187741279602,0.27981870000000003,0.2888379324,0.03223241477428051
58,141,Underhand Thug,"Hidden for 1 turn.<br>When this creature damages your opponent, replace a random card in their hand with an anim, enchanted weapon, or rune.",deception,common,,3,1,2,creature,genesis,0.0,0.31,0.31,2,11,0.089187741279602,0.27981870000000003,0.2888379324,0.03223241477428051
59,141,Underhand Thug,"Hidden for 1 turn.<br>When this creature damages your opponent, replace a random card in their hand with an anim, enchanted weapon, or rune.",deception,common,,3,1,2,creature,genesis,0.0,0.31,0.31,2,11,0.089187741279602,0.27981870000000003,0.2888379324,0.03223241477428051
60,142,Chainflip,"Deal 10 damage to target enemy creature.<br>At the end of the turn, your opponent summons a random creature from their void.",magic,rare,,3,0,0,spell,genesis,0.002,0.491,0.491,7,10,0.012519955635071,0.8571288600000001,0.886443912,0.034201452509719295
61,143,Pixielock,"At the end of your turn, summon a 1/1 Nimble Pixie.",neutral,rare,amazon,3,1,3,creature,genesis,0.001,0.474,0.474,-96,18,0.033195614814757995,1.49040276,1.5404689727999998,0.03359240478057071
62,144,"Tyr, The Just","Blitz.<br>After this takes damage, it gets +5 strength.",war,legendary,viking,7,5,9,creature,genesis,0.009000000000000001,0.49,0.49,-38,4,0.0010973215103149,27.24403227,28.1732499432,0.03410720057849926
63,155,"Jason, Medea's Muse","Roar: Delve a legendary creature 3 times, and add them to your deck.",neutral,legendary,olympian,3,3,3,creature,genesis,0.01,0.508,0.509,-4,16,0.10144758224487,408.95208459,422.88933881519995,0.03408040880675028
64,156,Dwarven Smiths,Roar: Give a relic in your hand +1 durability.,war,epic,viking,2,2,2,creature,genesis,0.001,0.4,0.4,27,5,0.064831256866455,8.89087101,9.194194933199999,0.034116333805634516
65,158,Wizened Warlock,"Ward.<br>At the end of your turn, deal 1 damage to a random enemy.",neutral,epic,amazon,3,2,2,creature,genesis,0.0,0.434,0.434,85,3,0.0065808296203613,11.178020700000001,11.558475035999997,0.03403593052927484
66,159,Bulwark of the Sky,"Frontline.<br>Afterlife: If you're holding an Aether, deal 2 damage to each enemy creature.",neutral,epic,aether,7,6,7,creature,genesis,0.0,0.35700000000000004,0.35700000000000004,3,3,-0.013549566268921,7.13390412,7.3769849136,0.03407402027152558
67,160,Dangerous Ritual,Deal 4 damage to each god.<br>Draw a card.,death,common,,2,0,0,spell,genesis,0.187,0.545,0.547,53,294,0.024598121643066004,2.1796404,2.2542513264,0.0342308421150572
68,161,Apocalypse Now,Destroy all creatures.<br>Destroy all creatures again.,death,epic,,7,0,0,spell,genesis,0.055,0.521,0.521,29,12,0.0036946535110473997,131.54571633,136.0290819528,0.03408218639026506
69,162,Tormentor Fiend,Blitz.<br>Roar: Other friendly creatures gain leech until end of turn.,war,epic,nether,6,6,5,creature,genesis,0.005,0.467,0.467,-31,2,0.0015826225280761998,10.708219829999999,11.073740270399998,0.0341345663614378
70,163,Mercenary Daemon,Frontline.<br>Roar: Give an enemy creature frontline.,war,common,nether,5,6,5,creature,genesis,0.006,0.46,0.46,100,19,-0.018183529376984,0.23563680000000004,0.24401996279999996,0.03557662809883654
71,164,Azure Djinni,"Roar: Add a random anim, an enchanted weapon, and a rune to your hand.",neutral,common,anubian,7,6,4,creature,genesis,0.0,0.354,0.354,-21,17,0.052170038223267004,0.23269134,0.2405164932,0.03362889740546421
72,165,Incoming Raid,"Target two creatures. Friendly creatures get +2/+1, enemy creatures take 2 damage.",war,common,,4,0,0,spell,genesis,0.019,0.493,0.493,-79,29,-0.028364956378937,0.24005499000000002,0.24901075439999998,0.03730713700223417
73,166,The Nether Prince,"At the end of your turn, obliterate a random card in your hand then add a random rune to your hand.",neutral,legendary,nether,6,7,8,creature,genesis,0.0,0.48,0.48,-22,1,0.025647878646851,17.76848745,17.847863999999998,0.004467265445264404
74,167,Sulphuric Rain,"Each creature gets burn +2 and ""Afterlife: Draw a card.""",death,epic,,1,0,0,spell,genesis,0.066,0.522,0.522,47,25,0.05164635181427,85.39772178000001,85.78208958839998,0.004500914080473634
75,257,La Bolefuego,"Roar: Pull all spells in your opponent's hand onto the top of their deck. <br>For each spell moved, give them a Rune Of Sight.",neutral,legendary,aether,5,3,5,creature,genesis,0.001,0.48700000000000004,0.48700000000000004,-65,2,-0.015779674053192,28.7035077,29.682187689599996,0.03409618085109494
76,258,Hyksosian Chariot,Blitz. Flank. Protected.,war,common,anubian,3,2,1,creature,genesis,0.003,0.46399999999999997,0.46399999999999997,-59,14,0.13020849227905,0.26214593999999997,0.2717833068,0.03676336471203807
77,263,Crimson Oni,Roar: Deal 5 damage to your god.,death,common,nether,4,6,5,creature,genesis,0.009000000000000001,0.507,0.507,42,36,0.042510032653809,0.30485511,0.3154114188,0.034627298194214375
78,15,Respected Jarl,Blitz.<br>Roar: Give a friendly damaged creature twin strike and +1 strength.,war,epic,viking,2,2,1,creature,genesis,0.003,0.483,0.483,-1,6,-0.028660416603088,15.08959158,15.603693411599998,0.0340699633170587
79,16,Faustian Pact,"Draw nine cards.<br>At the end of your turn, obliterate your hand.",death,epic,,3,0,0,spell,genesis,0.001,0.48100000000000004,0.48100000000000004,35,14,0.21793305873871,11.32087551,11.706215687999999,0.03403801920263304
80,18,Levitate,Remove frontline and backline from target creature.<br>Draw a card.,magic,common,,1,0,0,spell,genesis,0.013000000000000001,0.498,0.498,99,127,0.18805181980133,0.43592808,0.4506585659999999,0.033791092328807844
81,19,Mountain Greatwyrm,"Whenever this creature takes damage, double its strength.",war,rare,dragon,7,4,9,creature,genesis,0.009000000000000001,0.47,0.47,-42,19,-0.03499037027359,1.89245805,1.9572496488,0.034236742420789765
82,20,Dimension Looper,"Roar: Deal 1 damage. If you're holding an Aether, deal 3 damage instead.",magic,common,mystic,4,3,4,creature,genesis,0.019,0.496,0.496,41,27,0.045613169670105,0.69660129,0.7204257251999999,0.03420096336600221
83,21,"Osiris, the Eternal",Afterlife: Shuffle this creature into your deck. It keeps all buffs.,light,legendary,anubian,3,3,4,creature,genesis,0.006999999999999999,0.473,0.473,-69,5,-0.0023798346519470002,55.98141276,57.88865449079999,0.03406919612723249
84,23,Portal Wrangler,Roar: Add a copy of the last creature played to your hand.,magic,common,mystic,4,3,4,creature,genesis,0.026000000000000002,0.501,0.501,11,95,-0.0018163323402405,1.43002083,1.4790590999999997,0.03429199699140035
85,168,Lost In The Depths,"Target a creature. Obliterate cards in your deck with the same cost as that creature, and draw a card.",magic,epic,,1,0,0,spell,genesis,0.013000000000000001,0.521,0.521,109,12,0.097218871116638,46.62368634,46.834117199999994,0.004513389577680385
86,169,"Horus, The Protector","At the end of your turn, another friendly creature with the highest health becomes protected.",light,legendary,anubian,7,6,7,creature,genesis,0.002,0.47600000000000003,0.47600000000000003,53,4,0.011799335479736,17.93196048,18.013122,0.00452608180184872
87,170,Blind Cyclops,"At the end of your turn, deal 1 damage to each other creature.",neutral,common,wild,7,7,7,creature,genesis,0.0,0.439,0.439,-17,30,0.041124939918518004,0.23416406999999997,0.2421360216,0.034044298939628216
88,171,Will O' Wisp,Ward.<br>Roar: Summon a Will O' Wisp.,light,common,mystic,2,1,1,creature,genesis,0.004,0.466,0.466,-88,10,-0.005478918552398701,0.27981870000000003,0.2888379324,0.03223241477428051
89,172,Wild Spellsinger,"Whenever you use your god power, add a random rune to your hand.",neutral,rare,guild,6,5,6,creature,genesis,0.0,0.40399999999999997,0.40399999999999997,17,12,-0.057686984539032,0.9631654199999999,0.9959769143999999,0.03406631272123534
90,173,Blade Trial Valkyrie,Roar: Deal 1 damage to each other creature. Add an enchanted weapon to your hand.,war,rare,viking,6,4,4,creature,genesis,0.0,0.409,0.409,-38,27,0.003339409828186,0.45949175999999997,0.4753481111999999,0.03450845603847162
91,174,Vine Armour,"After your god is attacked, deal 2 damage to the attacker and remove 1 durability from this relic.",nature,common,,3,1,4,weapon,genesis,0.003,0.445,0.445,79,17,-0.053796529769896996,0.29601873,0.3054298356,0.031792263955729996
92,187,Hooded Doppelganger,"Roar: Choose a creature. This creature becomes a copy of it, and gains hidden for 1 turn.",neutral,epic,guild,6,6,5,creature,genesis,0.001,0.467,0.467,-14,3,-0.0069133043289185,13.471061310000001,13.930588368,0.0341121643963477
93,188,Rockdrake Egg,"Burn 2. Cannot attack.<br>Afterlife: If you have 6 cards or more in hand, summon a 6/5 Rockdrake.",neutral,rare,dragon,2,0,6,creature,genesis,0.003,0.488,0.488,137,83,0.23316264152527,6.712703340000001,6.941463980399999,0.03407876511343017
94,190,Ares' Eruption,Add two mana locks to both players mana gems.,nature,rare,,3,0,0,spell,genesis,0.001,0.478,0.478,-83,16,0.021182775497437,0.8689107,0.8980450235999999,0.033529709784906436
95,191,Roadside Outfitter,"At the end of your turn, give +1/+1 to each creature in your hand.",war,rare,guild,4,2,2,creature,genesis,0.003,0.39799999999999996,0.39799999999999996,96,12,0.04740047454834,1.43149356,1.4802820092,0.03408219957343009
96,194,Raving Fan,"After you use your god power, Raving Fan gets +2 strength.",neutral,rare,,1,0,2,creature,genesis,0.0,0.426,0.426,-22,7,-0.03429251909256,1.15903851,1.1985171192,0.03406151638568066
97,196,Master Tactician,Protected.<br>Roar: All other friendly creatures gain flank until end of turn.,war,rare,viking,2,2,2,creature,genesis,0.061,0.546,0.547,83,97,0.26439964771271,18.9098532,19.554318107999997,0.034080904869213696
98,197,Returned Einherjar,"When this creature attacks, give a random other friendly creature +2/+1. If it is a Viking, give it +3/+1 instead.",war,rare,viking,5,3,5,creature,genesis,0.009000000000000001,0.47700000000000004,0.47700000000000004,132,20,-0.0051221251487732,1.1988022200000001,1.2399968771999998,0.03436318060872435
99,199,Shadow Scryer,"Protected. Ward.<br>At the start of your turn, foresee 1.",magic,common,mystic,1,1,1,creature,genesis,0.087,0.522,0.522,6,58,-0.035899758338928,3.6214430699999998,3.7449115379999998,0.03409372054549514
100,200,Clone,Copy the lowest-cost creature in your hand.,magic,epic,,2,0,0,spell,genesis,0.016,0.51,0.51,174,19,0.025257706642151,81.16362303,81.529042752,0.004502259859259004
101,201,Mugging,Target an enemy creature.<br>Summon three 1/1 Rogue Skulkers to attack the target.,deception,rare,,2,0,0,spell,genesis,0.01,0.474,0.474,-56,23,-0.04129683971405,3.2105514,3.3199671168,0.034080038961531674
102,202,Shade Walker,"Hidden.<br>At the end of your turn, this creature gets +1 strength.",deception,rare,atlantean,4,4,3,creature,genesis,0.057999999999999996,0.537,0.537,146,95,-0.034768998622893996,12.47844129,12.903047175599998,0.03402715737744184
103,203,Ares Peacemaker,"At the start of your turn, destroy all creatures.",death,rare,,4,0,7,creature,genesis,0.006999999999999999,0.449,0.44799999999999995,33,28,0.005295395851135301,1.26949326,1.3130409132,0.03430317794676602
104,204,Enduring Lemure,"At the end of the turn, pull this card from the void into your hand.",neutral,common,nether,4,2,2,creature,genesis,0.0,0.46799999999999997,0.46799999999999997,3,42,0.038303256034851,0.23710953,0.24567254279999998,0.036114165466061034
105,205,Contagious Ghoul,Roar: Pull the top card of your deck into your void.,death,common,nether,1,2,2,creature,genesis,0.019,0.423,0.42200000000000004,114,66,0.031983852386475,0.53165553,0.5494497984,0.033469544462370174
106,206,Leviathan Hunter,"Roar: Equip a 1/1 Barbed Hook. If you control another Viking, equip a 1/2 Barbed Hook instead.",neutral,common,viking,1,2,1,creature,genesis,0.021,0.517,0.518,-33,114,-0.0055748820304871004,3.93513456,4.0686189083999995,0.03392116492199435
107,207,Peculiar Spellwyrm,Roar: Your opponent randomly pulls a spell from their deck. Reduce the cost of the spell to 1.,neutral,legendary,dragon,1,2,6,creature,genesis,0.001,0.45799999999999996,0.45799999999999996,-75,7,0.037110567092896,32.06280483,33.15488625,0.03406069511979123
108,24,Midnight Cat,Flank.<br>Roar: Give a friendly creature flank.,neutral,common,wild,1,2,2,creature,genesis,0.0,0.446,0.446,-32,21,-0.012936353683471999,0.3976371,0.41169072959999997,0.03534285306879049
109,208,Thresher Bug,"Confused.<br>After this creature attacks a creature, deal 2 damage to a random enemy creature.",nature,common,nether,2,2,2,creature,genesis,0.002,0.40700000000000003,0.40700000000000003,69,11,-0.015269458293915,0.23416406999999997,0.24236738279999998,0.03503232925529524
110,209,Paragon of Fortune,"Roar: Pick one –<br>· Give a friendly creature +4/+2, or<br>· Give a friendly creature +2/+4.",war,common,olympian,6,3,3,creature,genesis,0.001,0.431,0.43,-45,20,0.13304591178894,0.25036410000000003,0.25935590519999996,0.035914914318785816
111,210,Fallen Aether,"Roar: If you have an Aether in your hand, give a Nether +1/+1.",neutral,common,nether,3,3,3,creature,genesis,0.0,0.43200000000000005,0.43200000000000005,12,20,-0.0070406794548035,0.23269134,0.24068175119999996,0.034339100028389385
112,211,Deathsworn Raider,Roar: Give +2/+1 to a friendly Viking.,war,common,viking,3,3,2,creature,genesis,0.071,0.541,0.542,26,102,-0.017942786216736,0.9631654199999999,0.9959769143999999,0.03406631272123534
113,212,"Alexis, Archon's Sword",Roar: Summon five 2/2 Acolytes and give them frontline.,light,legendary,,8,5,7,creature,genesis,0.005,0.47200000000000003,0.47200000000000003,-32,8,0.19975650310516,24.1822266,25.006014269999998,0.03406583205204098
114,213,Prodigious Armourer,"Backline.<br>At the end of your turn, give +1 health to another random friendly creature.",war,common,guild,3,2,3,creature,genesis,0.009000000000000001,0.46299999999999997,0.46299999999999997,-57,21,0.0055787563323975,0.23858226000000002,0.24732512279999996,0.0366450665694924
115,246,Trojan Golem,Frontline.<br>Afterlife: Summon a 1/1 Injured Soldier with frontline.,neutral,rare,olympian,2,2,1,creature,genesis,0.001,0.447,0.447,75,14,0.036241888999939,2.87476896,2.9730244716,0.03417857677160954
116,248,Reflection Elementalist,Ward.<br>Roar: Transform a friendly creature into a Reflection Elementalist.,neutral,rare,mystic,5,3,4,creature,genesis,0.02,0.556,0.5589999999999999,13,89,-0.0023653507232666,23.073260910000002,23.858958491999996,0.034052299112149804
