,id,name,effect,god,rarity,tribe,mana,attack,health,type,set,In % of Decks,Deck win rate,Unique Deck WR,Tendencia,Vendidos por semana,Variação do preço %,price_ETH_$,price_GODS_$,difference_%
30,72,Scythes of the Harvest,Godblitz.<br>Roar: Give +1 strength to a random friendly creature.,war,epic,,4,4,2,weapon,genesis,0.011000000000000001,0.55,0.55,314,20,0.29799008369446,99.30967460000001,99.61719609810001,0.0030965915389274835
31,86,Read The Leaves,Foresee 2.<br>Draw a card.,magic,epic,,2,0,0,spell,genesis,0.006,0.513,0.513,-132,3,-0.0097835659980774,25.60645358,25.8347921028,0.008917225577006336
32,87,Amplification Machine,Ability: Add a random creature with a roar to your hand.,neutral,epic,atlantean,3,0,7,creature,genesis,0.002,0.488,0.488,27,9,0.028512120246887,20.39708946,20.459689337900002,0.003069059339214277
33,88,Shady Merchant,"Hidden for 1 turn.<br>At the start of your turn, add a random enchanted weapon to your hand.",deception,common,guild,3,1,3,creature,genesis,0.008,0.494,0.494,-18,56,-0.096039712429047,0.36335216,0.36453068220000007,0.0032434710172084495
34,89,Lupine Elemental,Creatures damaged by this creature get burn +1.,neutral,common,,5,4,6,creature,genesis,0.0,0.47,0.47,-30,72,0.064728975296021,0.2764636,0.27695320660000006,0.0017709622532589497
35,90,Synergy Golem,"Roar: If you control at least two other creatures, select two. Randomly, one gains twin strike, the other gains ""can't attack"".",neutral,epic,atlantean,3,3,4,creature,genesis,0.0,0.46299999999999997,0.46299999999999997,-23,26,0.17666459083557,4.98819324,5.0041656918,0.0032020515307862713
36,91,Magic Inks,Create a base copy of the lowest cost spell in your hand.,magic,rare,,2,0,0,spell,genesis,0.019,0.496,0.496,-203,52,0.011602520942687999,7.08536712,7.1489690452,0.0089765179591711
37,92,Runic Familiar,"Whenever you cast a spell, this creature gets +1/+1.",magic,common,nether,2,2,1,creature,genesis,0.005,0.474,0.474,15,45,0.012415528297424,0.39297326000000005,0.3945210396,0.003938638471228209
38,93,Hall of Mirrors,"Summon two 0/2 Mirrors with ""Frontline. Can't attack. Creatures that attack a Mirror become confused.""",deception,epic,,1,0,0,spell,genesis,0.005,0.5,0.5,-19,13,0.15211379528046,8.95742064,9.036953563400001,0.008878998385410244
39,94,Demogorgon,"Leech.<br>At the end of your turn, deal 3 damage to a random sleeping enemy creature.<br>Roar: All other creatures go to sleep.",neutral,epic,nether,7,4,6,creature,genesis,0.013999999999999999,0.563,0.565,14,35,0.19836044311523002,555.691836,557.4133138186,0.00309790014370497
40,95,That Which Aches,"After you play a card, summon a 3/1 Aching Disciple with ""Roar: Draw a card. Afterlife: Shuffle this creature into your deck.""",neutral,legendary,nether,6,3,7,creature,genesis,0.001,0.515,0.515,39,6,0.052267313003540004,83.60851686000001,83.8679640692,0.003103119382376165
41,246,Trojan Golem,Frontline.<br>Afterlife: Summon a 1/1 Injured Soldier with frontline.,neutral,rare,olympian,2,2,1,creature,genesis,0.001,0.488,0.488,43,28,-0.033463597297668,3.7934755399999998,3.8282057622000005,0.009155251387228076
42,14,Healing Insight,Give a friendly creature +2 health and fully heal it.,light,common,,1,0,0,spell,genesis,0.009000000000000001,0.47200000000000003,0.47200000000000003,-28,46,0.14887392520905,0.4838113,0.4848441113,0.0021347399285630403
43,96,Blade Trader Drosis,Roar: Delve an enchanted weapon. Put it into your hand and a copy of it into your opponent's hand.,neutral,legendary,guild,3,3,3,creature,genesis,0.0,0.522,0.522,37,6,0.0091807842254639,18.532934899999997,18.590290393300002,0.0030947873938738475
44,98,The Sky Reaver,"After an Aether attacks, draw a card.",neutral,legendary,aether,5,5,5,creature,genesis,0.0,0.47200000000000003,0.47200000000000003,-60,4,0.041283249855042004,40.93241072,41.296862939600004,0.008903756538872236
45,99,"Hades, Underworld Lord","Whenever another friendly creature dies, summon a random creature with the same mana cost from your void.",death,legendary,olympian,8,5,9,creature,genesis,0.002,0.47,0.47,-8,6,0.000557541847229,33.1163898,33.2191784136,0.003103859273935645
46,100,"Hercules, Son of Zeus","Frontline, protected.<br>Roar: Your other Olympians each get +2/+2.",neutral,legendary,olympian,7,6,7,creature,genesis,0.0,0.504,0.504,-22,5,-0.0068908929824829,35.576915840000005,35.894093014,0.008915252109722898
47,111,Soul Jar,Cannot attack. Burn 1.<br>Afterlife: Summon two 2/2 Anubians.,neutral,rare,anubian,3,0,3,creature,genesis,0.0,0.462,0.462,83,47,0.49974608421326006,2.10704758,2.1131233984,0.002883569624944028
48,112,Rift Scholar,Roar: Draw two cards.,magic,common,mystic,5,2,2,creature,genesis,0.0,0.521,0.521,5,51,0.09831261634826699,0.28436256,0.2853307947,0.003404930311500975
49,113,Anhotep the Embalmer,"Roar: Pick a card in your hand that costs no more than your total unlocked mana gems. Take its mana cost in damage, and reduce its cost to 0 this turn.",death,legendary,anubian,7,8,8,creature,genesis,0.004,0.48700000000000004,0.48700000000000004,78,10,0.25008285045624,27.57526936,27.659698310600003,0.0030617634046568422
50,125,Enflame Self,"Deal 2 damage to your god. During your opponent's next turn, creatures that attack your god are given burn +2.<br>Draw a card.",death,rare,,1,0,0,spell,genesis,0.033,0.5820000000000001,0.583,-207,55,-0.028673648834229,2.97593318,3.0027669347,0.009016921105735213
51,126,A Real Man,Cannot attack.<br>Roar: Hide a friendly creature for 1 turn.<br>Afterlife: Draw a card.,deception,common,,1,0,2,creature,genesis,0.003,0.491,0.491,60,46,0.063754200935364,0.7602749,0.7629941162000001,0.003576622350678882
52,127,Corrupt Ceremony,"Each player moves the top two cards in their deck to their void, and draws a card.",death,rare,,1,0,0,spell,genesis,0.011000000000000001,0.441,0.44,104,37,0.010257244110107,4.2259436,4.2390595786,0.0031036804655888294
53,128,Cudgel of Atonement,Afterlife: Heal your god for 4.,light,rare,,1,2,2,weapon,genesis,0.024,0.516,0.517,51,73,0.013897895812987998,7.49216356,7.515822924100001,0.0031578814197699037
54,129,Avatar of Death,This creature gets +1 strength for each point of damage your god takes.<br>Afterlife: Deal 6 damage to a random enemy creature.,death,legendary,,6,6,6,creature,genesis,0.003,0.486,0.486,115,6,0.0095223188400269,47.5221181,47.6700250868,0.003112382038375568
55,131,"Lara Grim, Spellthief","Hidden for 1 turn. Backline.<br>Whenever a spell is cast, give a copy of it to the other player.",neutral,legendary,mystic,1,1,1,creature,genesis,0.0,0.431,0.431,62,7,0.10854506492615,20.8137596,20.877231144800003,0.003049499274508882
56,132,Namebinder Zal'zie,"At the end of each turn, if your god power is active, change it to a random common one.",neutral,legendary,nether,1,1,3,creature,genesis,0.0,0.282,0.282,3,2,-0.0060237646102905,18.453945299999997,18.618661553,0.008925801519526653
57,133,"Nemris, the Unstable",Roar: Transform each enemy creature into a random creature with the same mana cost.,neutral,legendary,,6,5,5,creature,genesis,0.0,0.498,0.498,-2,12,-0.006626427173614499,17.857573820000002,17.9119873568,0.003047084522705811
58,134,Compost Charm,"Heal your god for 10.<br>If you have eight cards in your void, add a random Nature card into your hand.",nature,epic,,2,0,0,spell,genesis,0.005,0.495,0.495,5,14,0.028939723968506,41.16543004,41.292357346,0.0030833470190077487
59,135,Fertility Idol,"At the end of your turn, summon a copy of another random friendly creature.",nature,common,amazon,7,0,6,creature,genesis,0.002,0.47,0.47,-1,40,0.065512657165527,0.34952898,0.3504507022,0.002637040854237695
60,136,Cyrene's Blessing,Each friendly creature gets regen +2.,nature,common,,2,0,0,spell,genesis,0.004,0.501,0.501,102,137,-0.0032052993774414,1.11967758,1.129918395,0.009146217788874506
61,139,Gentle Monk,Roar: Set an enemy creature's strength to 1.,light,common,,4,2,3,creature,genesis,0.013999999999999999,0.501,0.501,63,31,0.0012274980545044,0.33768054000000003,0.33911631830000005,0.004251883451738212
62,140,Death Masque,"When a friendly creature dies, give burn +1 to a random enemy creature.",neutral,epic,,4,3,5,creature,genesis,0.0,0.483,0.483,22,17,0.31589460372925,9.3306465,9.359807504800001,0.0031252930651697727
63,141,Underhand Thug,"Hidden for 1 turn.<br>When this creature damages your opponent, replace a random card in their hand with an anim, enchanted weapon, or rune.",deception,common,,3,1,2,creature,genesis,0.001,0.40700000000000003,0.40700000000000003,-3,37,0.08743619918823199,0.29423625999999997,0.29582037980000003,0.005383836105040423
64,142,Chainflip,"Deal 10 damage to target enemy creature.<br>At the end of the turn, your opponent summons a random creature from their void.",magic,rare,,3,0,0,spell,genesis,0.001,0.47100000000000003,0.47100000000000003,47,30,0.047378420829773005,0.93602676,0.9449074578000001,0.00948765375041213
65,143,Pixielock,"At the end of your turn, summon a 1/1 Nimble Pixie.",neutral,rare,amazon,3,1,3,creature,genesis,0.001,0.515,0.515,-38,28,0.42401850223541,2.6402273800000002,2.6493594367,0.003458814482864709
66,144,"Tyr, The Just","Blitz.<br>After this takes damage, it gets +5 strength.",war,legendary,viking,7,5,9,creature,genesis,0.004,0.503,0.503,103,6,0.0002906322479248,42.11330524,42.244023194200004,0.0031039585578726573
67,154,"Mirror, Mirror","Draw a card, add two copies of it to your opponent's deck.",deception,common,,1,0,0,spell,genesis,0.0,0.382,0.382,31,48,0.063511610031128,0.27843834,0.2790652036,0.0022513551833413877
68,155,"Jason, Medea's Muse","Roar: Delve a legendary creature 3 times, and add them to your deck.",neutral,legendary,olympian,3,3,3,creature,genesis,0.005,0.529,0.529,105,7,0.012106299400330001,464.75703374,466.1957409892,0.003095611566375643
69,156,Dwarven Smiths,Roar: Give a relic in your hand +1 durability.,war,epic,viking,2,2,2,creature,genesis,0.001,0.452,0.452,-2,16,-3.2305717468262e-05,10.474020959999999,10.566743390400001,0.008852610736039816
70,157,Furies,"Roar: Summon two Furies. If there are six or more Olympians in your void, your Furies gain +1 strength and blitz.",war,epic,olympian,7,3,3,creature,genesis,0.0,0.49700000000000005,0.49700000000000005,19,29,0.31956911087036,13.22878326,13.270310750100002,0.003139176845203055
71,158,Wizened Warlock,"Ward.<br>At the end of your turn, deal 1 damage to a random enemy.",neutral,epic,amazon,3,2,2,creature,genesis,0.0,0.501,0.501,26,17,0.28592073917389,11.7102082,11.7472793135,0.0031657091715926703
72,159,Bulwark of the Sky,"Frontline.<br>Afterlife: If you're holding an Aether, deal 2 damage to each enemy creature.",neutral,epic,aether,7,6,7,creature,genesis,0.0,0.527,0.527,-7,9,0.012176752090454,10.355536560000001,10.447345160000001,0.008865653601632424
73,160,Dangerous Ritual,Deal 4 damage to each god.<br>Draw a card.,death,common,,2,0,0,spell,genesis,0.039,0.547,0.547,58,85,-0.029937863349915,1.32702528,1.3310509093,0.003033573934627723
74,161,Apocalypse Now,Destroy all creatures.<br>Destroy all creatures again.,death,epic,,7,0,0,spell,genesis,0.066,0.583,0.585,-55,18,0.00098884105682373,211.25965994,211.9133437863,0.003094219911580144
75,162,Tormentor Fiend,Blitz.<br>Roar: Other friendly creatures gain leech until end of turn.,war,epic,nether,6,6,5,creature,genesis,0.002,0.488,0.488,6,17,0.17164707183838002,10.069199260000001,10.1422319934,0.007253082545512963
76,163,Mercenary Daemon,Frontline.<br>Roar: Give an enemy creature frontline.,war,common,nether,5,6,5,creature,genesis,0.002,0.46,0.46,-53,53,-0.024243772029877,0.26066568,0.2606908297,9.648259026659931e-05
77,164,Azure Djinni,"Roar: Add a random anim, an enchanted weapon, and a rune to your hand.",neutral,common,anubian,7,6,4,creature,genesis,0.0,0.45799999999999996,0.45799999999999996,6,44,0.24025285243988,0.31595840000000003,0.31792594840000005,0.006227238775737624
78,165,Incoming Raid,"Target two creatures. Friendly creatures get +2/+1, enemy creatures take 2 damage.",war,common,,4,0,0,spell,genesis,0.011000000000000001,0.49200000000000005,0.49200000000000005,-9,43,0.026572465896606,0.35742794,0.3581946912,0.0021451909998978437
79,166,The Nether Prince,"At the end of your turn, obliterate a random card in your hand then add a random rune to your hand.",neutral,legendary,nether,6,7,8,creature,genesis,0.0,0.508,0.508,-6,4,0.020427107810974,20.707123640000002,20.7712792953,0.003098240799415957
80,15,Respected Jarl,Blitz.<br>Roar: Give a friendly damaged creature twin strike and +1 strength.,war,epic,viking,2,2,1,creature,genesis,0.002,0.452,0.452,-17,7,-0.0072014331817627,17.58900918,17.745561993200003,0.008900604439846062
81,16,Faustian Pact,"Draw nine cards.<br>At the end of your turn, obliterate your hand.",death,epic,,3,0,0,spell,genesis,0.003,0.588,0.589,-101,15,-0.0034602880477905,12.42703882,12.536814192000001,0.00883359049489164
82,18,Levitate,Remove frontline and backline from target creature.<br>Draw a card.,magic,common,,1,0,0,spell,genesis,0.008,0.509,0.509,0,111,0.34248280525208,0.41074592,0.4112058159,0.0011196602999732947
83,19,Mountain Greatwyrm,"Whenever this creature takes damage, double its strength.",war,rare,dragon,7,4,9,creature,genesis,0.004,0.5,0.5,-3,32,0.0009831190109252901,2.01620954,2.033853111,0.00875086177798752
84,20,Dimension Looper,"Roar: Deal 1 damage. If you're holding an Aether, deal 3 damage instead.",magic,common,mystic,4,3,4,creature,genesis,0.024,0.535,0.535,-69,45,0.10824477672577,1.1473239400000002,1.1508975652000002,0.003114748220106033
85,21,"Osiris, the Eternal",Afterlife: Shuffle this creature into your deck. It keeps all buffs.,light,legendary,anubian,3,3,4,creature,genesis,0.006999999999999999,0.509,0.509,56,9,-0.007370173931121799,60.82791622,61.37069042560001,0.008923110297530613
86,22,"Anubis, Guide of Souls","Backline.<br>Whenever a friendly Anubian dies, draw a card.",neutral,legendary,anubian,6,5,6,creature,genesis,0.0,0.508,0.508,-59,6,0.022041440010071002,41.30958606,41.677444799,0.008904924354983938
87,23,Portal Wrangler,Roar: Add a copy of the last creature played to your hand.,magic,common,mystic,4,3,4,creature,genesis,0.016,0.516,0.516,-9,66,0.010605216026306,1.74172068,1.7464807192,0.0027329521057303002
88,167,Sulphuric Rain,"Each creature gets burn +2 and ""Afterlife: Draw a card.""",death,epic,,1,0,0,spell,genesis,0.047,0.569,0.57,64,20,0.1358779668808,104.5131145,105.443562222,0.00890268868602128
89,168,Lost In The Depths,"Target a creature. Obliterate cards in your deck with the same cost as that creature, and draw a card.",magic,epic,,1,0,0,spell,genesis,0.019,0.5429999999999999,0.5429999999999999,17,33,0.064944386482239,59.05657444,59.2404598515,0.0031137161822147904
90,169,"Horus, The Protector","At the end of your turn, another friendly creature with the highest health becomes protected.",light,legendary,anubian,7,6,7,creature,genesis,0.0,0.42100000000000004,0.42100000000000004,10,4,-0.0060676336288452,27.02629164,27.2675708676,0.008927574334426881
91,170,Blind Cyclops,"At the end of your turn, deal 1 damage to each other creature.",neutral,common,wild,7,7,7,creature,genesis,0.0,0.45399999999999996,0.45399999999999996,18,54,0.044223070144653,0.27053938,0.2706172156,0.0002877052501562627
92,171,Will O' Wisp,Ward.<br>Roar: Summon a Will O' Wisp.,light,common,mystic,2,1,1,creature,genesis,0.004,0.512,0.512,149,85,0.085195302963257,0.35940268000000003,0.36030668820000006,0.00251530734272774
93,172,Wild Spellsinger,"Whenever you use your god power, add a random rune to your hand.",neutral,rare,guild,6,5,6,creature,genesis,0.0,0.483,0.483,24,45,0.57965993881226,1.04463746,1.0545905020000002,0.00952774754985356
94,173,Blade Trial Valkyrie,Roar: Deal 1 damage to each other creature. Add an enchanted weapon to your hand.,war,rare,viking,6,4,4,creature,genesis,0.0,0.457,0.457,2,20,0.25413525104523,0.7819970399999999,0.7842548860000002,0.002887282028587001
95,174,Vine Armour,"After your god is attacked, deal 2 damage to the attacker and remove 1 durability from this relic.",nature,common,,3,1,4,weapon,genesis,0.003,0.48200000000000004,0.48200000000000004,-49,102,0.087763905525208,0.31595840000000003,0.3191227467,0.010015073819844596
96,247,Dragon Tooth Warrior,"After this creature survives damage, summon a copy with half health (rounded down).",neutral,rare,,5,3,3,creature,genesis,0.0,0.41100000000000003,0.41100000000000003,-15,24,-0.016036510467529,0.91035514,0.9178738962000002,0.008259146205293243
97,248,Reflection Elementalist,Ward.<br>Roar: Transform a friendly creature into a Reflection Elementalist.,neutral,rare,mystic,5,3,4,creature,genesis,0.003,0.545,0.545,81,49,0.28833568096161,15.99736874,16.0468124062,0.0030907374208591367
98,249,Netherborne Binder,Afterlife: Heal your opponent's god for 3.,neutral,rare,nether,1,2,3,creature,genesis,0.004,0.5820000000000001,0.583,-1,32,0.072242259979248,13.74024092,13.783174021599999,0.0031246250957293396
99,250,Three's a Crowd,Pull two random enemy creatures from the board into their controller's hand.<br>Summon a 3/2 golem.,deception,epic,,6,0,0,spell,genesis,0.001,0.456,0.456,37,11,0.012504458427429,8.18924678,8.2152459306,0.0031747914427852396
100,251,Flying Carpet,"Roar: Pick one –<br>· This creature gains ward, or<br>· Foresee 1.",magic,common,mystic,1,3,1,creature,genesis,0.028999999999999998,0.5720000000000001,0.573,258,179,0.042355298995972,2.57506096,2.5836763300000003,0.0033456955519997602
101,252,Sleep Dart,Target creature goes to sleep. It gains burn +3.,deception,common,,2,0,0,spell,genesis,0.075,0.515,0.516,46,98,0.0034137964248657,4.223968859999999,4.236877181700001,0.0030559699012556703
102,253,Wasteful Shax,"Regen 2.<br>At the end of your opponents turn, obliterate a random creature in your hand. Destroy Wasteful Shax if you cannot.",death,common,nether,2,3,6,creature,genesis,0.002,0.429,0.429,-25,68,0.034554004669189,0.27251411999999997,0.27343321160000006,0.0033726384526427044
103,254,Primal Guidance,"Deal 2 damage to a random enemy creature. If you control an Amazon, deal 3 damage instead.",nature,common,,1,0,0,spell,genesis,0.009000000000000001,0.513,0.513,-21,52,-0.014207065105438,0.99329422,0.9961585850000001,0.0028837024743787304
104,255,Master of Indulgences,Roar: This creature swaps health with another creature.,light,common,guild,4,2,2,creature,genesis,0.019,0.527,0.527,-30,94,0.074557065963745,1.2480356799999999,1.2526254207,0.0036775717021168644
105,256,Burrowing Scarab,Afterlife: Both players draw two cards.,death,common,anubian,2,1,1,creature,genesis,0.158,0.5660000000000001,0.57,-53,161,0.22720229625702001,3.59007732,3.6010252849000004,0.0030495067164738967
106,257,La Bolefuego,"Roar: Pull all spells in your opponent's hand onto the top of their deck. <br>For each spell moved, give them a Rune Of Sight.",neutral,legendary,aether,5,3,5,creature,genesis,0.0,0.523,0.523,106,9,0.02670431137085,40.00033344,40.1245638048,0.003105733230607763
107,258,Hyksosian Chariot,Blitz. Flank. Protected.,war,common,anubian,3,2,1,creature,genesis,0.002,0.45899999999999996,0.45899999999999996,-35,53,0.12533450126648002,0.296211,0.2967355785,0.0017709622532586016
108,263,Crimson Oni,Roar: Deal 5 damage to your god.,death,common,nether,4,6,5,creature,genesis,0.006,0.495,0.495,-5,87,0.21185755729675002,0.39099851999999996,0.3947322393,0.00954919036522197
109,273,Rampaging Leviathan,Confused. Overkill.<br>Roar: Deal 5 damage to a random enemy creature.,nature,rare,,7,5,5,creature,genesis,0.0,0.508,0.508,5,53,0.35390329360962,0.88665826,0.8902067355000001,0.004002077982107826
110,295,Ferocious Rougarou,"Regen 2.<br>When a friendly creature is summoned, this creature gets +1/+1.<br>When a friendly creature dies, this creature takes 1 damage.",nature,common,amazon,5,4,4,creature,genesis,0.005,0.512,0.512,26,62,0.049408793449401994,0.44036702,0.4408441738,0.0010835366372350468
111,297,Dead Man's Flail,"Godblitz.<br>At the end of each turn, deal 1 damage to your god.<br>Afterlife: Deal 1 damage to each creature.",war,common,,4,3,2,weapon,genesis,0.001,0.446,0.446,189,82,0.026472687721252,0.27053938,0.2713212146,0.002889910518757125
112,298,Runaway Trebuchet,Blitz.<br>Roar: Deal 2 damage to a random enemy creature.,war,common,structure,5,4,1,creature,genesis,0.001,0.45,0.45,106,61,0.056854963302612,0.27251411999999997,0.27378521110000004,0.004664312806984335
113,299,Blacksmith Armourer,Roar: Give +1/+1 to each creature in your hand.,war,common,guild,3,1,1,creature,genesis,0.002,0.414,0.413,42,80,0.12243354320526001,0.296211,0.2967355785,0.0017709622532586016
114,24,Midnight Cat,Flank.<br>Roar: Give a friendly creature flank.,neutral,common,wild,1,2,2,creature,genesis,0.0,0.451,0.451,46,55,0.44868671894073003,0.46208916,0.4641465407,0.004452345733451094
115,188,Rockdrake Egg,"Burn 2. Cannot attack.<br>Afterlife: If you have 6 cards or more in hand, summon a 6/5 Rockdrake.",neutral,rare,dragon,2,0,6,creature,genesis,0.0,0.484,0.484,-27,36,0.10975134372711,3.33928534,3.3488528431,0.0028651349393220725
116,190,Ares' Eruption,Add two mana locks to both players mana gems.,nature,rare,,3,0,0,spell,genesis,0.001,0.544,0.545,51,29,0.024490594863892,1.03871324,1.0428337187,0.0039669068818261955
117,191,Roadside Outfitter,"At the end of your turn, give +1/+1 to each creature in your hand.",war,rare,guild,4,2,2,creature,genesis,0.004,0.461,0.461,30,20,-0.025926232337952004,1.2579093799999999,1.2697325964000001,0.00939910027541116
118,193,Highborn Knight,Frontline. Protected. Ward.,light,epic,mystic,4,3,3,creature,genesis,0.02,0.546,0.546,77,43,0.40266907215118003,141.35781341999999,141.7955361856,0.003096558690388582
